Product,ASIN,Aspect,amod_pct,amod_polar_word_pct,n_reviews,is_aspect
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,connection,0.251,0.35,222,1
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,wifi,0.139,0.14,216,1
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,network,0.176,0.3,203,1
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,desktop,0.155,0.73,170,0
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,internet,0.073,0.44,157,1
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,antenna,0.257,0.29,138,1
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,software,0.133,0.29,138,1
"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",B002SZEOLG,cable,0.092,0.39,126,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,charger,0.181,0.62,823,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,phone,0.09,0.56,587,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,car,0.076,0.42,508,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,light,0.259,0.21,347,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,motorola,0.149,0.73,331,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,charge,0.02,0.65,208,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,usb,0.287,0.04,202,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,quality,0.302,0.87,147,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,cord,0.24,0.57,140,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,power,0.167,0.44,133,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,galaxy,0.043,0.5,124,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,battery,0.088,0.31,122,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,samsung,0.037,0,116,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,droid,0.08,0.89,111,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,night,0.2,0.67,103,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,htc,0,nan,94,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,cable,0.224,0.41,84,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,adapter,0.15,0.55,83,1
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,logo,0.215,0.17,75,0
Motorola Vehicle Power Adapter micro-USB Charger,B000S5Q9CA,plug,0.029,0.17,75,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,card,0.137,0.37,769,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,phone,0.104,0.66,409,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,memory,0.277,0.49,359,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,kingston,0.058,0.5,306,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,sd,0.184,0.13,305,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,adapter,0.097,0.15,286,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,camera,0.152,0.21,163,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,music,0.032,0.67,147,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,class,0.048,0.4,143,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,storage,0.245,0.33,136,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,flash,0.045,1,126,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,computer,0.065,0.58,122,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,speed,0.273,0.44,115,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,picture,0.077,0.8,112,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,video,0.083,0.67,107,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,tablet,0.026,0.6,105,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,gb,0.055,0.8,104,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,file,0.134,0.59,95,1
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,cell,0,nan,86,0
Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,B000VX6XL6,space,0.357,0.51,82,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,drive,0.133,0.66,906,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,flash,0.064,0.44,522,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,usb,0.099,0.68,413,0
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,kingston,0.029,0.75,381,0
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,file,0.224,0.52,338,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,data,0.22,0.42,250,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,computer,0.13,0.63,243,0
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,speed,0.251,0.5,227,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,gb,0.03,0.89,188,0
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,storage,0.279,0.41,185,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,cover,0.168,0.19,156,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,transfer,0.036,0.65,136,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,memory,0.258,0.47,129,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,size,0.275,0.44,126,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,cap,0.137,0.15,125,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,design,0.208,0.58,111,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,music,0.051,0.29,105,0
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,space,0.368,0.53,104,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,capacity,0.279,0.59,101,1
Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),B0041Q38NU,thumb,0.263,0.2,100,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,cable,0.157,0.57,1956,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,hdmi,0.045,0.73,1071,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,quality,0.282,0.75,651,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,tv,0.076,0.69,471,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,picture,0.203,0.88,333,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,store,0.304,0.14,308,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,money,0.195,0.82,277,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,difference,0.098,0.39,260,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,player,0.062,0.48,211,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,signal,0.245,0.23,207,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,shipping,0.309,0.89,192,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,video,0.074,0.56,181,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,box,0.062,0.16,178,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,monster,0.014,1,177,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,hd,0.116,0.88,174,1
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,ps3,0.008,1,163,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,dvd,0.071,0.5,152,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,job,0.146,0.47,149,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,ray,0.059,0.16,143,0
DVI Gear HDMI-2M 2M/6' HDMI Cable,B0002L5R78,dollar,0.177,0.91,140,0
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,mouse,0.201,0.45,662,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,trackball,0.175,0.54,621,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,logitech,0.054,0.5,428,0
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,ball,0.145,0.26,349,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,button,0.26,0.26,318,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,battery,0.152,0.66,249,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,hand,0.22,0.45,246,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,thumb,0.049,0.6,230,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,wireless,0.076,0.77,200,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,computer,0.091,0.5,185,0
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,usb,0.234,0.27,178,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,laptop,0.049,0.42,166,0
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,receiver,0.253,0.22,157,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,wheel,0.086,0.31,145,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,version,0.364,0.32,144,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,finger,0.156,0.37,123,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,keyboard,0.223,0.18,118,0
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,m570,0.051,0.33,115,0
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,software,0.121,0.52,112,1
"Logitech M570 Wireless Trackball, Computer Wireless Mouse, Long Range Wireless Mouse",B0043T7FXE,model,0.361,0.47,111,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,modem,0.162,0.68,1110,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,comcast,0.025,0.17,603,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,cable,0.054,0.48,576,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,speed,0.269,0.46,518,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,internet,0.077,0.35,396,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,router,0.121,0.42,306,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,service,0.121,0.51,280,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,docsis,0.063,0.86,243,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,motorola,0.086,1,210,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,connection,0.164,0.35,196,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,minute,0.068,0.76,193,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,fee,0.319,0.07,173,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,provider,0.055,0.64,150,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,mac,0.033,1,146,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,phone,0.03,0.6,132,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,warner,0.021,0.75,132,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,box,0.13,0.56,129,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,model,0.255,0.47,121,1
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,number,0.131,0.22,117,0
"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",B004XC6GJ0,wireless,0.074,0.4,116,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,drive,0.243,0.7,760,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,ssd,0.114,0.69,605,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,samsung,0.06,0.67,399,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,software,0.126,0.36,353,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,boot,0.05,0.66,328,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,computer,0.159,0.77,326,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,laptop,0.154,0.69,275,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,speed,0.18,0.35,275,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,second,0.04,0.42,251,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,performance,0.24,0.6,249,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,windows,0.022,0.67,207,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,system,0.139,0.59,188,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,pro,0.039,0.43,185,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,data,0.141,0.58,168,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,sata,0.071,0.54,165,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,evo,0.03,0.25,149,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,hdd,0.212,0.6,139,0
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,pc,0.115,0.64,137,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,program,0.154,0.59,137,1
[DISCONTINUED] Samsung 840 EVO 120GB 2.5-Inch SATA III Internal SSD (MZ-7TE120BW),B00E3W15P0,disk,0.247,0.62,136,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,keyboard,0.21,0.44,1122,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,key,0.123,0.37,514,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,mouse,0.15,0.19,493,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,pad,0.058,0.34,375,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,tv,0.078,0.85,357,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,logitech,0.065,0.75,336,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,button,0.172,0.24,306,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,touch,0.178,0.42,305,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,computer,0.082,0.55,289,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,size,0.299,0.75,285,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,touchpad,0.082,0.28,284,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,battery,0.162,0.37,277,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,pc,0.081,0.36,259,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,laptop,0.085,0.83,254,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,usb,0.167,0.27,245,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,range,0.294,0.64,235,1
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,room,0.151,0.31,196,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,htpc,0.052,0.67,182,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,home,0.066,0.2,174,0
"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",B005DKZTMG,medium,0.172,0.2,167,0
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,ear,0.087,0.53,1338,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,sound,0.115,0.79,1141,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,headphone,0.231,0.74,997,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,quality,0.41,0.89,847,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,pair,0.185,0.56,647,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,earbuds,0.195,0.72,542,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,bud,0.18,0.61,509,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,bass,0.254,0.7,495,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,music,0.142,0.51,314,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,earphone,0.232,0.7,287,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,set,0.173,0.56,282,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,noise,0.326,0.3,282,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,fit,0.052,0.76,241,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,size,0.293,0.25,235,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,color,0.307,0.49,221,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,cord,0.199,0.46,204,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,panasonic,0.06,0.25,198,0
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,phone,0.153,0.65,196,1
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,money,0.175,0.97,178,0
"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",B003ELYQGG,bit,0.084,0.87,169,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,tv,0.074,0.51,799,0
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,mount,0.08,0.56,756,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,wall,0.073,0.58,654,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,cable,0.122,0.38,361,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,level,0.213,0.45,332,1
Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,B0012S4APK,hdmi,0.119,0.5,318,1
