Label,Rating,Product,Aspect,TextBlob,VADER,Afinn,Review
-1,1,Amazon Kindle 9W PowerFast Adapter for Accelerated Charging,unit,0.78,0.2944,1,THE PLUG IN UNIT GETS VERY WARM TO THE TOUCH 
0,1,Roku 2 XS 1080p Streaming Player (Old Model),streaming,0.8,0.6249,5,Roku started out as a great company making quality streaming boxes. 
1,1,SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],file,0.8,0.8316,6,"With all the great reviews on this card, I picked this up for my Samsung Galaxy S III. Popped in the card, and I was happy taking pictures, saving files, and living life."
1,1,Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),service,1,0.7717,7,The improvement in the star rating is for the material quality and the excellent customer service. 
1,1,Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),customer,1,0.5719,3,Customer service is excellent. The distributor is pro-customer. 
0,1,SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,speed,1,0.6369,3,The best write speed I could achieve was 1.5 MB/sec.  
-1,2,eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,charger,-1,-0.2617,-3,The charger is terrible. Buy the batteries but skip this junk charger.
-1,2,WD Elements 500 GB USB 2.0 Desktop External Hard Drive,cable,-0.75,-0.1045,0,"As someone who repeatedly disconnects the power and data cables for security reasons, I have been somewhat disappointed by the build quality of these jacks.  "
-1,2,"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",kindle,-0.6,0.6734,0,I hope the 'lit' kindle isn't as disappointing. 
-1,2,Roku 2 XS 1080p Streaming Player (Old Model),box,-0.5,-0.4588,0,"We purchased this item as an ""upgrade"" when our WDTV HD box had an unfortunate run in with a toddler and a cup of milk.  "
-1,2,Google Chromecast HDMI Streaming Media Player,tv,-0.375,-0.7775,-1,"I have a first generation Google TV (Sony made BD player running Android), so I have been used to the google tv ""ecosystem"" for a while. I was hoping that the Chromecast would bring improvements in the way that my computer could interact with the google tv, but alas, I was VERY disappointed."
-1,2,eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,battery,-0.35,-0.3412,-2,Battery charge is not good. 
-1,2,Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),3tb,-0.333,-0.5106,-2,My 3TB unit failed in less then 6months.  
-1,2,Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,firmware update,-0.333,-0.5562,-3,"To make matters worse, the tools they provide to update your firmware don't work with UEFI!  Bottom line, unless you make a habbit of frequenting thier website to get firmware updates regularly, you're gonna be sorry."
-1,2,Kingston Datatraveler 101 Gen 2 With urDrive 8GB USB 2.0 (Red),file,-0.3,0,0,this flash drive is so slow transfering files. 
-1,2,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",software,-0.27,0.2748,-1,"Also, the driver software for the adapter continuously deselects my active window, which is very frustrating while doing anything online.  If I want to work in Photoshop, I find it is easier to work offline and shut down the software, just so I don't go bald."
0,2,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",set,-0.25,-0.3412,2,I since ordered a Koss set of Earbud headphones and these were not much better.  
0,2,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",feature,-0.188,0.3612,2,"I was encouraged to buy this little keyboard because of the wireless feature, compact size and all of these rave reviews. "
0,2,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",antenna,-0.182,0,-3,Got this to use with my new Dell XPS which has a flawed WiFi antenna. 
-1,2,SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,file,-0.179,-0.4659,0,"It may be alright if you want to copy small files one at a time, but its totally useless if you want to copy large files all at once."
-1,2,SanDisk Cruzer Fit 4GB USB 2.0 Low-Profile Flash Drive- SDCZ33-004G-B35,data,-0.163,0.0258,-1,"Compared to my 2008 single-channel A-Data compact drive of similar dimensions, this is pretty poor - 4MB/s write is just absurd in 2012, even for single-channel."
0,2,WD Elements 500 GB USB 2.0 Desktop External Hard Drive,wd,-0.153,0.0343,-4,I've previously had WD external hard drives with no problem. 
-1,2,Amazon Kindle 9W PowerFast Adapter for Accelerated Charging,charger,-0.131,-0.3597,-1,I have had plenty of charger from previous Kindle and other USB devices. There is absolutely no reason to buy this charger unless you do not have one already.
-1,2,Google Chromecast HDMI Streaming Media Player,connection,-0.13,-0.4039,2,"It crashes with good internet connection, with bad connection, and when it works, the streaming speed is very slow, it doesn't work like it should."
-1,2,SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,size,-0.125,0,0,"Perhaps, the 64gb model just takes longer due to its size, I don't know..."
-1,2,"Panasonic ErgoFit Best in Class In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit, iPhone, Android Compatible, Noise Isolating Headphones",bass,-0.125,0,0,Not much in the way of bass response either 
-1,2,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,outlet,-0.119,-0.4468,-1,"When I purchased this I was under the impression that it would be &#34;mini&#34;, but no, its actually very bulky!I wanted this for an outlet behind my bed, but if i would have placed it there my bed would have been about 2 inches away from the wall due to this !"
-1,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",channel,-0.115,-0.3182,-5,"I pointed it in different directions and lost channels. I got 5 foreign channels, and none of the main 4. Even 8 miles away at work I was unable to get any VHF channels. "
-1,2,Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),western digital,-0.106,-0.802,-5,"You can add me to one of the people that had a Failure after a Year using this in a Networked Attached Storage (NAS)I also had a Western Digital die in a shorter time in my NAS that I keep off-site for Backup,so this time I ordered the Seagate that Specifically is listed for NAS.We'll see how that goes..."
-1,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",network,-0.1,0,0,"Couldn't pick up any network channels, or PBS.  Brought in a few local off the wall stations that nobody watches.  "
0,2,Google Chromecast HDMI Streaming Media Player,setup,-0.1,0,0,"I am an appleTV user, I though this might complement my setup essentially for youtube clips. So after few tries it is setup to my Samsung TV and it worked lunching youtube clips through my iPod 4. "
-1,2,Roku 3 Streaming Media Player (2014 model),remote,-0.1,0,0,WiFi is not maintained when your television is turned off - which means EVERY time you grab the remote to watch the Roku you have to navigate to setup and re-initialize the WiFi.
0,2,Roku 3 Streaming Media Player (2014 model),remote,-0.1,0,0,I also would have preferred an option to connect a wireless keyboard instead of the remote.
0,2,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,usb,-0.094,0,0,"Since this is a two port USB charger, I decided to try and plug the cable into the other port.  Switched back to the other USB port, worked again!  "
-1,2,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",laptop,-0.089,-0.4559,-2,"(Yes, I downloaded the latest drivers/utility from TP-LINK's Web site.)Removing the TP-LINK software (with it set as the computer's Wireless Client) can disable your laptop's internal wireless device!ThinkPads have a Lenovo-supplied wireless management system, which was active on my laptop.  is/are active, especially if you decide to uninstall the TP-LINK software!In frustration over the laptop's poor performance with the TP-LINK software installed, I uninstalled the TP-LINK's software -- without noticing that the TP-LINK utility was set to be the active 'client software.'  After removing the TP-LINK wireless client, my laptop was behaving as if my internal wireless device had failed."
-1,2,Roku 3 Streaming Media Player (2014 model),connection,-0.071,0,0,This Roku drops its connection to my wireless router almost every single day. 
-1,2,eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,battery,-0.07,0,0,These do not seem to hold a charge as long as other rechargeable batteries I have.  I use them in a mouse and it does not last as long as other rechargeable batteries.
-1,2,PowerGen 2.4Amps / 12W Dual USB Car charger Designed for Apple and Android Devices - White,usb port,-0.063,0,0,"I tried the other USB port and still nothing, even though the blue led was on. "
-1,2,Roku 2 XS 1080p Streaming Player (Old Model),angry bird,-0.05,-0.6808,-3,Stuttering in the sound in Angry Birds.
-1,2,"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",pair,-0.05,-0.1695,2,They're not worth the hassle of sending back so I'll likely just use them as a spare pair.
-1,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",channel,-0.05,0.1027,0,I can get no clear channels.  
-1,2,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,battery,-0.05,-0.0516,-1,"Also takes a LONG time to charge my HTC One X.  If I leave the screen on, the battery just stays at whatever level it was when I plugged in."
-1,2,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),player,-0.048,-0.7744,-2,"I actually really like this player, that's why I keep buying it, I just cannot justify buying another one of these things, knowing that it will only last about half a year and die. It's a great little player, if it was reliable I would literally give it 5 stars.  Sansa, PLEASE TAKE LONG TERM RELIABILITY SERIOUSLY, YOU ARE DOING IRREPARABLE DAMAGE TO YOUR BRAND.Edit: They released a firmware update a couple months ago which FIXED all four of my ""broken"" players. I have a suspicion that they were programmed to fail after a certain number of hours, and they changed their mind when everyone complained so they released a firmware fix to make the player work again. "
-1,2,Google Chromecast HDMI Streaming Media Player,apps,-0.046,-0.2944,0,"It has a very  limited capability with the iPad,  Essentially it will interface with Netflix, YouTube  and a couple of google apps.  "
-1,2,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),memory,-0.042,-0.2263,-1,I loaded up the external memory and I half loaded the internal memory.2 days later I was listening to music and the Sansa Cip + just stopped. 
-1,2,Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),failure,-0.037,-0.8864,-4,"I've bought a total of 4 3TB drives for use in a Netgear ReadyNAS.Over the course of the first year of use at least two drives failed individually, but thankfully as the NAS device was configured as a fault-tolerant RAID array it was able to recover from each failure after the drive was replaced by a spare. Unfortunately I can't recall whether they were originals or replacements, but after so many failures from this same brand I'll not be purchasing Seagate drives again."
-1,2,SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],speed,-0.029,0,0,"In real-life use--copying compressed files to and from the card--it clocks in at barely over half the advertised speeds: about 16MB/s read and about 7.5MB/s write, as averaged between testing on several SD slots (some USB-connected, some PCIe-connected) on several computers, plus a just-released smartphone. "
0,2,eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,power,-0.015,0,0,"I've already owned batteries that are suppose to drain less throughout the year but when I read the review on the ""Sanyo NEW 1500 Eneloop"", 800 mAH power having the a longer charge since being re-designed.  "
-1,2,Kingston 4 GB microSDHC Class 4 Flash Memory Card SDC4/4GBET,card,-0.004,0.8898,4,"The authenticity of such cards is anybody's guess. Amazon listing has this card as a retail packed item, but if you buy it from any of the marketplace sellers, like I did (to save on P&P), there's every chance you'll end up with a loose card & adapter, in the little transparent plastic holder/box. My previous similarly bulk packed Samsung 8GB, class 6 micro card is a typical example - card died after roughly a year of sparing use. So my advice to anyone on the lookout for one of these cards - pay the xtra few bucks & get the retail pack which will last you a good long while, not to mention the peace of mind that comes with getting the real deal for your money. "
0,2,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,amazonbasics,0,0,0,Not the case for AmazonBasics lightning connector products. 
-1,2,"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",leather,0,-0.3626,-2,"There's this plastic substance running around the edge where the faux leather, and the canvas inner are stitched together that has somewhat degraded into something else.  "
0,2,Apple TV MD199LL/A [NEWEST VERSION],cable,0,0.0772,1,So you have a iPhone or iPad or Mac laptop and you want to stream to your TV?Try buying a cable for ten bucks and plugging it into the HDMI port.
0,2,Tiffen 46mm UV Protection Filter,lens,0,0,0,I gave this 2 stars instead of one only for the protection it adds to the front element of the lens.
-1,2,WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),drive,0,-0.9341,-7,"This hard drive functions fine until it doesn't - both mine and my boyfriend's stopped working after 6 months - meaning any data that is not backed up elsewhere is lost. The company did swiftly send out new hard drives to each of us, but my second one broke, again, after about 6 months. The fact that they were so quick to replace our broken hard drives, and other reviews I have seen on this product, lead me to believe that we are not the only ones who experienced problems with this hard drive."
-1,2,WD Elements 500 GB USB 2.0 Desktop External Hard Drive,digital,0,-0.2732,-2,"So it's toast, and my system is at risk until I get a replacement, probably not Western Digital..."
-1,2,Roku 3 Streaming Media Player (2014 model),network,0,-0.3818,0,"When I installed the Roku 3, it caused havoc to the way our wireless network functions. Our connection to our wireless printer, our ability to stay on the network from our laptops and our connection to the internet were all changed when I installed the Roku 3. "
-1,2,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",mouse,0,0,0,The mouse keypad selects stuff when you are just moving the mouse around. 
0,2,Tiffen 46mm UV Protection Filter,photo,0,0,0,when I used it I found it softened my sharpness of my photos. 
0,2,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",wireless,0,0,0,So I've gone back to myBelkin F7D2102 N300 Micro Wireless N USB Adapteron my Linux box.  
0,2,AmazonBasics Apple Certified Lightning to USB Cable - 3 Feet (0.9 Meters) - Black,car charger,0,0,0,This 3' cable lives in my car and operates the car charger. 
0,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",antenna,0,0,0,"It's an antenna, for Pete's sake! It just does what all antennas do. "
0,2,SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,drive,0,0,0,I have several USB flash drives and have always preferred SanDisk products. 
-1,2,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",connection,0,-0.2732,-1,"However, after using it for a day without any issues, the adapter started to drop my connection constantly the next day. "
0,2,Kingston Digital DataTraveler SE9 8GB USB 2.0 DTSE9H/8GBZ,drive,0,0.7506,2,I changed things on my PC to ensure security and restored my data that I had from a backup onto another USB drive.
-1,2,SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),apple,0,0,3,"I probably won't invest in another one of these and attempt to keep looking for an Apple mp3 player alternative, but will that ever be the case? "
0,2,Mediabridge USB 2.0 - Micro-USB to USB Cable (6 Feet) - High-Speed A Male to Micro B - (Part# 30-004-06B ),cable,0,0,0,Bought these to replace the charger cable for my phone and tablet. 
0,2,"Cyber Acoustics 30 Watt Powered Speakers with Subwoofer for PC and Gaming Systems in Standard Packaging, (CA-3602a)",room,0,0,0,The background room noise is blue.  
-1,2,AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),cable,0,-0.25,0,Sometimes blurays stutter when i use this cable on my tv
0,2,Google Chromecast HDMI Streaming Media Player,tv,0,0,0,I've got some TVs that don't have a built-in MLB app.  
-1,2,Transcend 8GB Class 10 SDHC Card (TS8GSDHC10),card,0,0,0,"Beware Canon owners, this card's not for you."
-1,2,Amazon Kindle 9W PowerFast Adapter for Accelerated Charging,adapter,0,-0.4101,0,The reason I rate this so low is that you shouldn't have to purchase a power adapter...
0,2,"ARRIS SURFboard SB6121 DOCSIS 3.0 Cable Modem  (Black,Retail Packaging)",modem,0,0,0,Can only get modem from comcast if you have bundle. 
0,2,BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],connection,0,0.4019,2,I've worked in IT support so I know how to swap out variables in a connection to find the root cause of an issue. 
-1,2,"Cyber Acoustics 30 Watt Powered Speakers with Subwoofer for PC and Gaming Systems in Standard Packaging, (CA-3602a)",speaker,0,-0.2558,-2,"I've had this problem with Logitec speakers as well, and both had that external aux. "
0,2,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,surge,0,0,0,Instead I have to use a USB brick that came with the iPad and plug it into the surge protector portion.  
0,2,LG Tone HBS-730 Wireless Stereo Headset - Black,pocket,0,0,0,Phone in back pocket and it drops.  
0,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",hdtv,0,0,0,I currently have a Terk HDTV amplified Antenna Pro. 
1,2,Tiffen 46mm UV Protection Filter,quality,0,0,5,Ups:-Good build quality. 
0,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",area,0,0,0,"I ended up putting up an attic antenna, and now I get everything in my area.  "
0,2,Kingston Digital DataTraveler SE9 8GB USB 2.0 DTSE9H/8GBZ,drive,0,0,0,To me these USB drives are judged on two things. 
0,2,PORTTA PET0301S 3x1 Port HDMI Switch/Switcher 1080P Supports 3D with IR Wireless Remote Ultra High...,cable box,0,0.3612,2,Comcast recently required all cable subscribers (even basic like us) to use a cable box.  
-1,2,"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",cord,0,-0.6369,-3,"Then after about four months, the left ear stopped working unless I turned the cord a specific way and didn't move it at all, which was a pain.  "
0,2,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,outlet,0,0,0,This item is listed as a &#34;mini&#34; 3 outlet charger. 
-1,2,Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,usb,0,0,0,The USB ports do not work/are not recognized by 2 of my devices.
0,2,SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],samsung s3,0,0.3818,1,Two 32GB cards went into a camera and a cell phone which only accept up to 32GB cards -- and one 64GB card went into my Samsung Galaxy S3 cell phone. 
-1,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",spot,0.017,0.0772,-1,"In all other spots, the number of channels the unit received was significantly diminished, and those that it received dropped the signal after a few minutes."
0,2,"Cyber Acoustics 30 Watt Powered Speakers with Subwoofer for PC and Gaming Systems in Standard Packaging, (CA-3602a)",control pod,0.025,0.5256,4,"The construction of the subwoofer box and the other components is solid, and I really like the hockey puck control pod with master volume, subwoofer volume, power switch, and aux and headphone jacks.  "
0,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",antenna,0.029,0.7706,11,"I heard about this antenna through a friend, and I was very excited to see on Mohu's website that I could expect to receive 46 channels using this antenna, including NBC and Fox, based on my street address.  With the antenna I use now, I receive ABC and the CW plus PBS and a few other channels, 9 channels in total.  Then why on Earth are you asking people who visit your site to enter a zip code or even an exact street address to find out how many channels they can expect to receive???For me, this was not a superior antenna, and my customer service experience was terrible.Finally, the velcro fasteners they include for you to attach the antenna to a surface are not effective.  After less than a week, when the temperature changed, they weren't strong enough to keep my antenna anchored to the window.I'm giving this antenna 2 instead of 1 stars because it functions like an average antenna, but you can save yourself time and probably some $$ by just going to your local Radio Shack and buying an antenna."
-1,2,Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),drive,0.033,-0.5848,-3,"If you haven't already, look up BackBlaze's &#34;What hard drive should I buy?&#34; report.  You will notice that this hard drive is not exactly a top performer.  This is reflected in my own experience as the drive had died prematurely, although it was the report reaching my inbox that prompted the review.I added this drive about a year after the initial build and it stopped working a few months after installing it.  If you absolutely must use this drive, make sure you have some sort of backup scheme going."
-1,2,"TP-LINK TL-WN722N Wireless N150 High Gain USB Adapter, 150Mbps, 4dBi External Antenna, WPS Button, Support Windows XP/Vista/7/8",adapter,0.037,0,0,"I then have to unplug the adapter and plug back in. As for the speed, the other computer in the house is the same distance from the router but has an old, low-end adapter and it gets almost the exact same throughput as this one."
0,2,Roku 3 Streaming Media Player (2014 model),smart tv,0.038,-0.3523,-2,If you don't have a smart TV and you desperately need access to apps than maybe this device is worthwhile. 
-1,2,Roku 3 Streaming Media Player (2014 model),unit,0.038,-0.6956,-8,"The first unit is still viable, but wanted this new version for the remote headphone option.After using it a few days, however, the wireless headphone option (headphones were included with the unit) began to cut out.  Since my main reason for purchasing this unit was the wireless headphone option and that does not work, I had to deduct a star (now only two stars because the remote is failing).I did not find any reference to the remote problem on ROKU's web site in the Troubleshooting area.I have the ROKU 2 in another room and, although the 5.1 Dolby sound function has failed on it, I think it's a better unit overall."
0,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",wall,0.039,0.6124,1,"For well over an hour, I literally moved the anetnna over every square foot of 2 different walls, going from floor to ceiling in an attempt to at least get all the major networks to come in all at once. The Mohu Leaf Ultimate Amplified Indoor HDTV Antenna is easy to setup, and comes with everything you need to hang it on the wall. The included amplifier can be powered by either a wall adapter, or your TV's USB port. "
-1,2,Roku 2 XS 1080p Streaming Player (Old Model),credit,0.042,0.6369,0,Be aware that you are required to give Roku credit card info even though they are only a pass through for other services which also require your credit card.
0,2,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110598",side,0.045,0,0,We live on the 3rd floor inside the city with open area out of the window side. 
-1,2,Cheetah Mounts APTMM2B TV Wall Mount for 20-75-Inch TVs Bundle with 10-feet Braided HDMI Cable and a 6-Inch 3-Axis Magnetic Bubble,side,0.049,0,0,After messing with it for an hour I got it as level as I could but the right side is still a little off.  
-1,2,Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),drive,0.05,0.473,0,"Well, I've had seagate drives for years without any problems.  So, I bought 2 of these drives, and 3 weeks later, 1 starts making noises like the old one did, but it's also making a noise like an alarm going off.  "
-1,2,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",arrow,0.051,0.4497,-1,"This probably would have been fine if it wasn't for the addition of arrow keys wedged in under the Enter key.  The damn thing is the same size as a regular key (less than half of what a regular shift key is) and has the up-arrow right goddamn next to it. I considered just changing the keymapping so that the arrow was another shift button, but the whole board is still too small to be comfortable to me.  "
-1,2,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad, Black",keyboard,0.059,0.5501,1,"Im a lefty myself and this was really bad if your used to using your left fingers for trackpad, because of this problem, I have to contesnt move my left arm across the keyboard to use the trackpad and move it back in place to type it, which gets really annoying (Im used to having it in the center on my macbook, which isn't biased towards left or right-handed ). Also this keyboard should've been rechargeable, with bluetooth support, backlit keys, after-all we're in 2012...  these technology should all be in this keyboard. But you should also be aware, this MAY actually work for you, there are lots of good things about this keyboard, it's really compact and small so if thats whats you're looking for it, fits great, but it will take time to get used to the keys because it's much smaller. I recommend getting the apple wireless keyboard it's trackpad which is much larger and more smooth and you can put it on either side of the keyboard. "
0,2,Roku 3 Streaming Media Player (2014 model),service,0.06,0.6527,2,"So if you miss an episode of your favorite TV show, it can cost quite a bit to catch up using the Amazon streaming service. With Hulu Plus, just like regular cable TV, you're paying for a service and yet you still have to deal with extended commercial breaks.  HBO Go, Showtime, Cinimax and Starz are not available for Roku streaming (unless you already subscribe to these channels via regular cable service).  "
0,2,Seagate 320GB HDD SATA 6Gb/s 64MB Cache 3.5-Inch Internal Bare Drive (ST320DM000),drive,0.065,0.1505,4,"Seagate ST2000DM001I used this drive to upgrade a Hitachi HDS7210 3Gb/s 1TB drive and all the comparisons are to that drive. First what would you gain if you simply installed this 6Gb/s drive in an existing computer with only a 3Gb/s chipset? 6Gb/s: Average 154 Max 188 Burst 116 (anomaly?).For now my Windows bootup and shutdown times did not improve, actually got longer a bit, but that may be a result of  mirroring the old drive onto the new one with some file locations now not being in an optimum place.So in summary you will benefit from an upgrade even with older SATA interfaces, and even more so if you can match the 6Gb/s on the drive with a 6Gb/s on the motherboard (preferably the Intel vs Marvell chipset). Because of the smart Seagate drive alignment I am not able to properly align 512 sectors along a 4096 partition start with WinXP. Also the drive seems to have a very short delay before parking heads. As a result the drive is silent, then after you browse say a few pages on the web, you will hear it unpark itself.7/25/12 Update Downgrade to one star. An intermittent chirping noise (the head parking) from the drive became constant and the drive failed. The applicable firmware upgrade at Seagate mentioned elsewhere says my drive is not compatible. If your drive starts to make the chirping noise, BACK UP QUICK, look for a frmware update and check the warantee. "
-1,2,BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],blue rigger,0.067,-0.5551,2,"The blue rigger cable actually looked WORSE than I had initially thought.  In this little area, with the Sony cable, I was able to pick out various shadows, subtle spots of light, differences in black areas, and areas in the background which were unnoticeable with the blue rigger cable (COD black ops art).  I then even switched to a different HDMI cable with which I received far superior video than with the blue rigger cable, but not quite as good as with the Sony.  "
0,2,"Tech Armor Ultimate 4-Way 360 Degree Privacy Screen Protector for Apple New iPhone 5, Latest Generation, 1-Pack",bubble,0.068,-0.0018,0,No bubbles or other issues very straight forward.
0,2,Google Chromecast HDMI Streaming Media Player,hdmi port,0.078,0,0,"so after a week and a half after receiving, i was able to finally try and hook it up to my Panasonic Viera, about 4 years old now.first issue: with 3 HDMI ports used up with my WDtv Live, xbox 360, and my media center pc (each device using HDMI connections). "
-1,2,"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds, GUARANTEED FOR LIFE - White",ear,0.079,-0.5574,-6,However the second set lost sound in one ear within a few weeks. A couple weeks later I lost sound in the other ear. 
-1,2,SanDisk 16GB Mobile MicroSDHC Class 4 Flash Memory Card- SDSDQM-016G-B35N,camera,0.083,0.6166,0,"will not work with sansa It will work well with other non sansa devices  Probably OK ,in cameras  and other devices"
